feed_id,agency,country,producer_url,download_url,download_status,download_utc,file_bytes,sha256,licence_catalogue_tag,duplicate_of
mdb-531,Access Allegany,US,https://s3.amazonaws.com/datatools-511ny/public/Access_Allegany.zip,https://files.mobilitydatabase.org/mdb-531/mdb-531-202601160101/mdb-531-202601160101.zip,cached,2026-07-31T18:28:38.907959+00:00,496927.0,73141904e55f4c083ec65f4e2bdd8bd2f3c556be3ffbccde015dfcae60620a4e,https://data.ny.gov/download/77gx-ii52/application/pdf,
mdb-2156,Adams County,US,https://data.trilliumtransit.com/gtfs/adamscounty-co-us/adamscounty-co-us--flex-v2.zip,https://files.mobilitydatabase.org/mdb-2156/mdb-2156-202607150031/mdb-2156-202607150031.zip,cached,2026-07-31T18:28:38.909141+00:00,16080.0,3ab0541d9654d53f2626d54e69f30c46fc5474f438ec1d6e4e704169f4a8a172,,
tld-6782,Addis Ababa Transport (all),ET,https://gitlab.com/digitaltransport/data/africa/addis-ababa/-/raw/master/Addis%20Ababa%20GTFS_2023/et-addisababa.zip,https://files.mobilitydatabase.org/tld-6782/tld-6782-202412062052/tld-6782-202412062052.zip,cached,2026-07-31T18:28:38.913230+00:00,2744795.0,afd39bdab467f1e6f30dd2ed93d2cdbda94d295f770822eea2a168b44c9d56fb,,
mdb-1809,Addis Ababa Transport Authority,ET,https://gitlab.com/digitaltransport/data/africa/addis-ababa/-/raw/master/MinibusTaxi_GTFS.zip?inline=false,https://gitlab.com/digitaltransport/data/africa/addis-ababa/-/raw/master/MinibusTaxi_GTFS.zip?inline=false,failed,2026-07-31T18:28:48.416030+00:00,,,,
mdb-543,Addison County Transit (ACTR),US,http://data.trilliumtransit.com/gtfs/addisoncounty-vt-us/addisoncounty-vt-us.zip,https://files.mobilitydatabase.org/mdb-543/mdb-543-202406071522/mdb-543-202406071522.zip,cached,2026-07-31T18:28:49.434981+00:00,365334.0,154d2b3a5203acd2f7fa064c95bbdd68a3f0644b3715a3d6de4efbdfa875c2a1,,
mdb-660,Adelaide Metro,AU,https://gtfs.adelaidemetro.com.au/v1/static/latest/google_transit.zip,https://files.mobilitydatabase.org/mdb-660/mdb-660-202607300118/mdb-660-202607300118.zip,cached,2026-07-31T18:28:49.452688+00:00,17533095.0,fed1a508b5d774ec0d34793a1c49078f05350fe0c6b49e7deefa74ca5c1074ed,,
tfs-1,Adelaide Metro GTFS,AU,adelaidemetro.com.au/GTFS/google_transit.zip,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/adelaide-metro/1/20240102/gtfs.zip,cached,2026-07-31T18:28:49.463016+00:00,12048636.0,0207f8b5f9fca36f817033ced1dfd538eb0ccad24bfab31b2e8c7db888f20c2c,,
tld-5781,Adirondack Trailways,US,https://maps.tds.ai/storage/gtfs-feeds/ADT/fb551f94ffd56bb15e28e862f/gtfs.zip,https://files.mobilitydatabase.org/tld-5781/tld-5781-202607310019/tld-5781-202607310019.zip,cached,2026-07-31T18:28:49.468517+00:00,5988907.0,336b16c41aa33c82b481043c868cbe34fa306eb71451da532b8efe78ecee9d4f,,
mdb-823,Adirondack Trailways ADP,US,https://s3.amazonaws.com/datatools-511ny/public/Trailways-ADP.zip,https://files.mobilitydatabase.org/mdb-823/mdb-823-202402080107/mdb-823-202402080107.zip,cached,2026-07-31T18:28:49.469939+00:00,730941.0,fe0f18024fc5317755da3ca90bd095aca441bc6c9571a17bb3fda11e8f3fcfff,https://data.ny.gov/download/77gx-ii52/application/pdf,
ntd-20177,"Adirondack Trailways, New York Trailways, Pine Hill Trailways, Burlington Trailways",US,https://cmscdn.trailways.com/gtfs/trailways_gtfs.zip,https://files.mobilitydatabase.org/ntd-20177/ntd-20177-202607300058/ntd-20177-202607300058.zip,cached,2026-07-31T18:28:49.561181+00:00,122238937.0,1e8b269485982503dc7983dc41d31748f5df6099c0f2b529bdb037dbd4a02340,,
mdb-824,Adirondack Trailways NYP,US,https://s3.amazonaws.com/datatools-511ny/public/Trailways-NYP.zip,https://files.mobilitydatabase.org/mdb-824/mdb-824-202402080113/mdb-824-202402080113.zip,cached,2026-07-31T18:28:49.562707+00:00,815724.0,1a8463045c47c50bce4ce8ff1a6b44e352e4a5a658cb51268696e5b5b12cb466,https://data.ny.gov/download/77gx-ii52/application/pdf,
mdb-826,Adirondack Trailways Pine Hill Trailways,US,https://s3.amazonaws.com/datatools-511ny/public/Trailways-PHK.zip,https://files.mobilitydatabase.org/mdb-826/mdb-826-202406071514/mdb-826-202406071514.zip,cached,2026-07-31T18:28:49.565199+00:00,1897887.0,93808bc5e9a2e6aeca1cd3798039824c1a20c8de3a7e7be86417156d67053afc,,
mdb-3132,"Administration des transports publics, Luxembourg",LU,https://data.public.lu/fr/datasets/r/41ca1930-761a-42c3-a297-72facd2ad43e,https://files.mobilitydatabase.org/mdb-3132/mdb-3132-202605111616/mdb-3132-202605111616.zip,cached,2026-07-31T18:28:49.571394+00:00,7249826.0,6f5baad0282a0198e6f69c4880678be6edbf46ba73a541b3c61d1bccfb436deb,https://creativecommons.org/licenses/by/4.0/,
mdb-631,Advance Transit,US,http://data.trilliumtransit.com/gtfs/advancetransit-vt-us/advancetransit-vt-us.zip,https://files.mobilitydatabase.org/mdb-631/mdb-631-202607100105/mdb-631-202607100105.zip,cached,2026-07-31T18:28:49.572688+00:00,630737.0,2d04d8e132cede25698e3ad435a1ad7f7380b29408c6205dfa7a181f38f12908,,
mdb-451,Advance Transit (AT),US,http://whereismybus.advancetransit.com/GTFS/feed.zip,https://files.mobilitydatabase.org/mdb-451/mdb-451-202402080018/mdb-451-202402080018.zip,cached,2026-07-31T18:28:49.574031+00:00,566296.0,bf563d8784075b203db1b14bd34781f0468c00a396fafa43d3649eee2b139b63,,
mdb-2727,AECFA (Spanish Association for the Coordination and Facilitation of Time Strips),ES,https://nap.transportes.gob.es/api/Fichero/download/1096,https://files.mobilitydatabase.org/mdb-2727/mdb-2727-202605140048/mdb-2727-202605140048.zip,cached,2026-07-31T18:28:49.577696+00:00,3454811.0,978587e3d6bfd5fc71e4d754918a9c925c6dc7f5cbfbc09ddb1221edd828c5d2,https://nap.transportes.gob.es/licencia-datos,
mdb-1985,Aeroexpreso,PE,https://aeroexpreso.com.pe/gtfs,https://files.mobilitydatabase.org/mdb-1985/mdb-1985-202604140138/mdb-1985-202604140138.zip,cached,2026-07-31T18:28:49.578953+00:00,628028.0,afb97313e277d631e471d56cb958d802dca3018e9ace5597b3122931d1b288ae,,
mdb-1179,Agence métropolitaine de transport,CA,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/agence-metropolitaine-de-transport/129/20170622/gtfs.zip,https://files.mobilitydatabase.org/mdb-1179/mdb-1179-202406071540/mdb-1179-202406071540.zip,cached,2026-07-31T18:28:49.579659+00:00,14160.0,08c176e13427bd818c36e89dbad0a5e68749329cd14c36b5360d65dfc059e2f1,,
mdb-1181,Agence métropolitaine de transport CRT Lanaudière,CA,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/agence-metropolitaine-de-transport/134/20181127/gtfs.zip,https://files.mobilitydatabase.org/mdb-1181/mdb-1181-202406071548/mdb-1181-202406071548.zip,cached,2026-07-31T18:28:49.580491+00:00,180277.0,3ac7fb5d39ebac1ef2b2c430d163d7ccdca870dd37d9b4817108b0ee002e8680,,
mdb-1231,Agenzia Mobilità Ambiente Territorio,IT,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/agenzia-mobilita-ambiente-territorio/341/20210908/gtfs.zip,https://files.mobilitydatabase.org/mdb-1231/mdb-1231-202406071526/mdb-1231-202406071526.zip,cached,2026-07-31T18:28:49.605849+00:00,32738712.0,3d5302f020cf19e7405b8e8955a88f09c24cc2b6313d7cf07be3bebb0347868f,http://www.amat-mi.it/it/mobilita/dati-strumenti-tecnologie/dati-gtfs/,
mdb-1898,Agglobus,FR,https://data.centrevaldeloire.fr/api/v2/catalog/datasets/agglobus-offre-theorique-mobilite-reseau-urbain-de-bourges/files/03b395ff43085db427c8f51d83e88643,https://files.mobilitydatabase.org/mdb-1898/mdb-1898-202605170006/mdb-1898-202605170006.zip,cached,2026-07-31T18:28:49.607780+00:00,1128282.0,c5e95e44fde3a4a08c12eb2d6b5fc45cbd7e73d36ce01bd080a9c003b85e1e72,https://transport.data.gouv.fr/datasets/agglobus-offre-theorique-mobilite-reseau-urbain-de-bourges,
tdg-83042,AGGLOMERATION DU GARD RHODANIEN,FR,https://www.data.gouv.fr/api/1/datasets/r/3ba2db00-235a-4958-980e-5cdd20ce204e,https://files.mobilitydatabase.org/tdg-83042/tdg-83042-202603022302/tdg-83042-202603022302.zip,cached,2026-07-31T18:28:49.608628+00:00,53362.0,bc40ee7a6d4fbd35cbeec9ec438047cb949611b8fa505d3cecd30cfda65635e1,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-83326,Agglomération Montargoise Et rives du loing,FR,https://www.data.gouv.fr/api/1/datasets/r/39240e80-d3f4-4702-ba93-520fae414649,https://files.mobilitydatabase.org/tdg-83326/tdg-83326-202606230010/tdg-83326-202606230010.zip,cached,2026-07-31T18:28:49.609659+00:00,214374.0,44b115dc0743deb58ec7ff4234556bafff16889e074fdad267e3343ef54f1177,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-83893,Agglomération Sud Sainte Baume,FR,https://www.data.gouv.fr/api/1/datasets/r/050ef913-901c-49b7-babe-ef648e14314d,https://files.mobilitydatabase.org/tdg-83893/tdg-83893-202607070022/tdg-83893-202607070022.zip,cached,2026-07-31T18:28:49.610317+00:00,39348.0,5c4ff6717010ab4858e3ab41b4eefccd6de8d0147d99bafbcd7cbd38fcda7d44,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
tdg-81643,Agglo Pays d'Issoire,FR,https://www.data.gouv.fr/api/1/datasets/r/7d54a219-8fe7-4635-a9fc-cefe5e57462e,https://files.mobilitydatabase.org/tdg-81643/tdg-81643-202512190108/tdg-81643-202512190108.zip,cached,2026-07-31T18:28:49.610862+00:00,15907.0,0920877c6e3a83cc73a197bab0bf49a39a4e9658f7033dd066e492e24d210bec,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
mdb-3355,"Agyad, Box Paratransit, Cooperative paratransit 29 Seater (Grey Licenseplates), Cairo Transport Authority, Minibus licensed by CTA, Green Bus, El Masreya, Paratransit 8 Seater Suzuki Chevrolet or DMF (Blue Licenseplates), Paratransit 14 Seater Microbus (Orange Licenseplates)",EG,https://data.transportforcairo.com/documents/88/link,https://files.mobilitydatabase.org/mdb-3355/mdb-3355-202607092128/mdb-3355-202607092128.zip,cached,2026-07-31T18:28:49.615823+00:00,5294018.0,388dcc9ce54bcc1d1afab3112ec90d497b533ee6cadf8bf720ead1ebb738e926,https://creativecommons.org/licenses/by-nc-sa/2.0/,
mdb-3131,"Ahmedabad Janmarg Ltd, Ahmedabad Municipal Transit Services",IN,https://github.com/croyla/amd-gtfs/raw/refs/heads/main/gtfs_compat.zip,https://files.mobilitydatabase.org/mdb-3131/mdb-3131-202607230131/mdb-3131-202607230131.zip,cached,2026-07-31T18:28:49.619188+00:00,3222643.0,027262cc30fe650791a2b5e40e47892b0e603a0972de72bc73677887715ac1cd,,
ntd-40156,Aiken Senior Life Services,US,http://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/7972/BFE_GTFS.zip,https://files.mobilitydatabase.org/ntd-40156/ntd-40156-202412090023/ntd-40156-202412090023.zip,cached,2026-07-31T18:28:49.619856+00:00,6589.0,19e1e57e19a5195419b8beaf72b479d2c2106d2e80e2ce29b8670b0ba37283e7,,
mdb-2640,Aircoach,IE,https://www.transportforireland.ie/transitData/Data/GTFS_Aircoach.zip,https://files.mobilitydatabase.org/mdb-2640/mdb-2640-202607310039/mdb-2640-202607310039.zip,cached,2026-07-31T18:28:49.620978+00:00,501195.0,c0c2cb100db3c58b0fc9fc7a66eb03bc57b11d6e6e67cbc445c5c7fa4c997f80,https://www.transportforireland.ie/transitData/PT_Data.html,
tld-4819,Airdrie Transit,CA,https://www.airdrie.ca/gettransitgtfs.cfm,https://www.airdrie.ca/gettransitgtfs.cfm,failed,2026-07-31T18:28:51.136778+00:00,,,,
tfs-4,Airlie Beach GTFS,AU,gtfsrt.api.translink.com.au/GTFS/airlie.zip,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/translink/4/20170609/gtfs.zip,cached,2026-07-31T18:28:52.156919+00:00,217534.0,6aa7756d68c44317d327e86435f262dd6d5c74782a6e5797792d254f30b5a09c,,
mdb-946,Airport Hopper,IE,https://www.transportforireland.ie/transitData/google_transit_dualway.zip,https://www.transportforireland.ie/transitData/google_transit_dualway.zip,failed,2026-07-31T18:29:02.913178+00:00,,,,
mdb-27,Airport Valet Express,US,http://data.trilliumtransit.com/gtfs/airportvaletexpress-ca-us/airportvaletexpress-ca-us.zip,https://files.mobilitydatabase.org/mdb-27/mdb-27-202406071510/mdb-27-202406071510.zip,cached,2026-07-31T18:29:03.931830+00:00,65893.0,b87acde92c5644686b29b56792361e25d1710717b487c95e9ccd017e6138bc16,,
mdb-1185,Airpullmann,IT,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/air-pullman-s-p-a/1233/20200504/gtfs.zip,https://files.mobilitydatabase.org/mdb-1185/mdb-1185-202406071652/mdb-1185-202406071652.zip,cached,2026-07-31T18:29:03.936349+00:00,2407741.0,9c5e47b72c85a1b9a6dbaa6100513ede3afedcd2217d8ee1bdda1d920d32bf13,,
mdb-2813,AISA (Bus Madrid-Aranda de Duero-Burgo de Osma),ES,https://nap.transportes.gob.es/api/Fichero/download/1561,https://files.mobilitydatabase.org/mdb-2813/mdb-2813-202508181628/mdb-2813-202508181628.zip,cached,2026-07-31T18:29:03.937563+00:00,5446.0,ca94d4138f09181030bc9508303ed17f4d89638b07519d4b0d045fcc035bcff6,https://nap.transportes.gob.es/licencia-datos,
mdb-888,Aix en Bus,FR,http://tsvc2.pilote3.cityway.fr/api/Export/v1/GetExportedDataFile?ExportFormat=Gtfs&OperatorCode=AIXENBUS,https://files.mobilitydatabase.org/mdb-888/mdb-888-202409230023/mdb-888-202409230023.zip,cached,2026-07-31T18:29:03.941471+00:00,2382125.0,a3dfb474f137e6df07b0bd98cc6f57981557f30a7f4303d9a8f6a4bc74e71ecf,,
mdb-2071,Akron Metro Regional Transit Authority (METRO),US,https://www.yourmetrobus.org/Data/Sites/2/gtfs-data/metro_rta_gtfs.zip,https://files.mobilitydatabase.org/mdb-2071/mdb-2071-202607310127/mdb-2071-202607310127.zip,cached,2026-07-31T18:29:03.944189+00:00,1625975.0,29c553d95de17fcdb3d691f32e5206346f2b19cf78ee1ee8e83d1e2cb8a57417,,
mdb-3383,"Aktsiaselts MK Autobuss, Arilix OÜ, AS ANNISTON, AS Lux Express Estonia, Estonian Lines OÜ, GoBus AS, HANSABUSS AS, Kalle Bussid OÜ, MK Reis OÜ, osaühing Tulisilm, OÜ Baltic Shuttle, Sirel Reisid OÜ, Taisto Express OÜ",EE,https://eu-gtfs.remix.com/kaugliinid.zip,https://files.mobilitydatabase.org/mdb-3383/mdb-3383-202607301527/mdb-3383-202607301527.zip,cached,2026-07-31T18:29:03.949560+00:00,5627916.0,610f3f9cff932b7431ac40fc815e344a08ac02702e7d7ab0ab980b4398a72b06,https://www.agri.ee/regionaalareng-uhistransport/uhistransport-ja-reisimine/uhistranspordiregistri-avaandmed,
mdb-3377,"Aktsiaselts MK Autobuss, Atko Bussiliinid AS, GoBus AS, SEBE Aktsiaselts",EE,https://eu-gtfs.remix.com/parnumaa.zip,https://files.mobilitydatabase.org/mdb-3377/mdb-3377-202607301527/mdb-3377-202607301527.zip,cached,2026-07-31T18:29:03.953545+00:00,3767633.0,38d752459039473cf14b42dbd498b6c87813fedc05c74d464ded7e8d4481e6cc,https://www.agri.ee/regionaalareng-uhistransport/uhistransport-ja-reisimine/uhistranspordiregistri-avaandmed,
mdb-2455,Alameda-Contra Costa Transit District (AC Transit),US,https://api.actransit.org/transit/gtfs/download,https://files.mobilitydatabase.org/mdb-2455/mdb-2455-202607020105/mdb-2455-202607020105.zip,cached,2026-07-31T18:29:03.963514+00:00,11757757.0,60f100e9315d23a01d5a054acb8396cbd23ea9b4ec3da92b4250c669f1c70b6f,https://www.actransit.org/data-terms-and-conditions/,
ntd-41,Alaska Railroad Corporation,US,https://www.alaskarailroad.com/sites/default/files/GTFS/GTFS-20240419.zip,https://files.mobilitydatabase.org/ntd-41/ntd-41-202412090019/ntd-41-202412090019.zip,cached,2026-07-31T18:29:03.964063+00:00,3505.0,84b99ed67ed76068857e32982b2361fdbe79271e42b573edb5db64c53ce3f859,,
mdb-2824,Alavabus,ES,https://nap.transportes.gob.es/api/Fichero/download/1362,https://files.mobilitydatabase.org/mdb-2824/mdb-2824-202607300102/mdb-2824-202607300102.zip,cached,2026-07-31T18:29:03.966762+00:00,2131380.0,377f508a7ac174a3c185d2b7fb9d89724ca667d7c83b4d4e8a73f682f0429fcb,https://nap.transportes.gob.es/licencia-datos,
mdb-2146,Albany Transit System,US,https://rapid.nationalrtap.org/GTFSFileManagement/UserUploadFiles/11834/ats_albany_ga_us(2).zip,https://files.mobilitydatabase.org/mdb-2146/mdb-2146-202410310048/mdb-2146-202410310048.zip,cached,2026-07-31T18:29:03.967784+00:00,219660.0,cc0eb0e68ef49960ef99bfedcd4e00e169986ea8ed7fe1bd69f17b45d49d9a9b,,
tfs-435,Albany Transit System GTFS,US,oregon-gtfs.com/gtfs_data/albanytransit-or-us/albanytransit-or-us.zip,https://openmobilitydata-data.s3.us-west-1.amazonaws.com/public/feeds/albany-transit-system/435/20231223/gtfs.zip,cached,2026-07-31T18:29:03.968726+00:00,230767.0,a053254a278d5e2285361ecfc1a069411a7afe3eb9f2f8affcb073f2cbf36be7,,
mdb-2807,Albarracín Movilidad (Buses from the Albarracín mountain range to Teruel (C10)),ES,https://nap.transportes.gob.es/api/Fichero/download/2807,https://nap.transportes.gob.es/api/Fichero/download/2807,failed,2026-07-31T18:29:16.681022+00:00,,,https://nap.transportes.gob.es/licencia-datos,
mdb-595,"Alcatraz Cruises - Hornblower, Angel Island Tiburon Ferry, Blue & Gold Fleet",US,http://data.trilliumtransit.com/gtfs/bayareaferries-ca-us/bayareaferries-ca-us.zip,https://files.mobilitydatabase.org/mdb-595/mdb-595-202406071526/mdb-595-202406071526.zip,cached,2026-07-31T18:29:17.682363+00:00,14157.0,f08ec2ae372cbe43b286a945f1096031a96d0b3413a50acc6ae176aecf4b984e,,
tdg-83839,ALEO,FR,https://transport.data.gouv.fr/resources/83839/download?token=xdgqKBTAzhw4DSPz6zeGc4c5eW0LhwztcGv4-vpzP4U,https://files.mobilitydatabase.org/tdg-83839/tdg-83839-202607310127/tdg-83839-202607310127.zip,cached,2026-07-31T18:29:17.699895+00:00,342946.0,8f5be0b72514d3098e1f809837432d082dafc350b7f0636066f4f610c69d3e49,https://www.data.gouv.fr/pages/legal/licences/etalab-2.0,
mdb-1096,"Aleop Renfort LR 85, Aléop en Loire-Atlantique, Aléop en Maine-et-Loire, Aléop en Mayenne, Aléop en Sarthe, Aléop en Vendée, Aléop en Vendée et Loire-Atlantique, Aléop express Régionale, Aléop TER, projet Aléop en Loire-Atlantique, Yeu Continent",FR,https://donnees.paysdelaloire.fr/data/pdl.zip,https://files.mobilitydatabase.org/mdb-1096/mdb-1096-202512180053/mdb-1096-202512180053.zip,cached,2026-07-31T18:29:17.715681+00:00,15516637.0,23fcca53c01d703d63db75997a0d0277be8feab65384b0cc7053e10fe39f65a2,https://data.paysdelaloire.fr/explore/dataset/234400034_lignes-regulieres-de-transports-regionaux-arrets/information/,
mdb-1889,Ales'Y,FR,https://zenbus.net/gtfs/static/download.zip?dataset=alesy,https://files.mobilitydatabase.org/mdb-1889/mdb-1889-202601010032/mdb-1889-202601010032.zip,cached,2026-07-31T18:29:17.716309+00:00,13233.0,65ca35272d60f67be3bc45bdaca92e1ab64b6a43fab10d5dd108a5353264f340,https://transport.data.gouv.fr/datasets/horaires-theoriques-et-temps-reel-du-reseau-ntecc-ales-gtfs-gtfs-rt,
mdb-2936,Alexandria DOT,US,https://data.trilliumtransit.com/gtfs/cityofalexandria-va-us/cityofalexandria-va-us--flex-v2.zip,https://files.mobilitydatabase.org/mdb-2936/mdb-2936-202512191558/mdb-2936-202512191558.zip,cached,2026-07-31T18:29:17.717255+00:00,42293.0,3a8d425f47e080aa2bb2b3abade030d76562bab6991976b1302ac1ad4a49f372,,
mdb-482,Alexandria Transit Company (DASH),US,http://dashbus.com/google_transit.zip,https://files.mobilitydatabase.org/mdb-482/mdb-482-202602280119/mdb-482-202602280119.zip,cached,2026-07-31T18:29:17.719495+00:00,1304977.0,7e1ea5f3f73d6a87c4923c170db5b8c5ed431536e8e895e0e487e04797b360cd,,
mdb-3133,Algoa Bus,ZA,https://drive.google.com/uc?export=download&id=1aznf-L6ejtttrmdF897uoGNR28AL3oaz,https://files.mobilitydatabase.org/mdb-3133/mdb-3133-202605111616/mdb-3133-202605111616.zip,cached,2026-07-31T18:29:17.721100+00:00,962044.0,6e8694051aa7ddead854a698cdaacd49315d08791c0efa065b604f60fc01b739,,
mdb-211,Alhambra Community Transit,US,http://data.trilliumtransit.com/gtfs/alhambra-ca-us/alhambra-ca-us.zip,https://files.mobilitydatabase.org/mdb-211/mdb-211-202406071524/mdb-211-202406071524.zip,cached,2026-07-31T18:29:17.722293+00:00,52098.0,1d95ae650e5f2e4e44e1bce6faadb448ee1076c4f3f0320910ed4ae4a2299ab9,,
ntd-90247,Alhambra Community Transit,US,https://www.cityofalhambra.org/DocumentCenter/View/4979/alhambra-ca-us,https://files.mobilitydatabase.org/ntd-90247/ntd-90247-202412090058/ntd-90247-202412090058.zip,cached,2026-07-31T18:29:17.723236+00:00,55651.0,22270c98852c06366413dc53ed88c2df8f2a9a1a1a5a5d1531ca87aa25a2ca4e,,
mdb-891,Alilaguna,IT,http://www.alilaguna.it/attuale/alilaguna.zip,https://files.mobilitydatabase.org/mdb-891/mdb-891-202605080138/mdb-891-202605080138.zip,cached,2026-07-31T18:29:17.724214+00:00,20252.0,b3c4726ca82f6fae363dbcbd3ae1a7925611173555739fd2206c9c985d977628,,
mdb-408,Allegany County Transit,US,https://github.com/mobilityequity/maryland-local-gtfs/raw/master/Allegany_GTFS.zip,https://files.mobilitydatabase.org/mdb-408/mdb-408-202406071508/mdb-408-202406071508.zip,cached,2026-07-31T18:29:17.725497+00:00,321185.0,6716359de47c852716d59509f276abaa95e7d51e8558cade12cdf2c9a74673d5,,
